S,District,Division,Max_Temp,Min_Temp,Avg_Temp,Humidity,Rainfall,Rainfall_Lag_7,Rainfall_Lag_14,Rainfall_Lag_21,Rainfall_Lag_30,Temp_Lag_7,Humidity_Lag_7,Humidity_Lag_14,Humidity_Lag_21,Humidity_Lag_30,Dengue_Lag_7,Population_Density,Urban_Index,Dengue_case
6/13/2025,Manikganj,Dhaka,29.44,20.63,25.04,89.15,30.78,237.4,8.61,10.17,13.82,27.57,79.82,69.17,70.73,67.8,584,1057.98,0.39,0
6/14/2025,Manikganj,Dhaka,29.44,20.92,25.18,78.92,37.8,229.34,10.05,12.34,11.92,26.51,80.41,77.79,75.85,76.04,588,1057.98,0.39,0
6/15/2025,Manikganj,Dhaka,25.46,19.15,22.3,85.33,27.28,238.88,11.38,6.11,14.9,26.9,80.55,89.42,67.95,70.02,597,1057.98,0.39,0
6/16/2025,Manikganj,Dhaka,25.81,17.5,21.66,88.98,33.84,229.29,32.15,11.2,6.91,26.37,81.8,83,73.87,79.57,592,1057.98,0.39,0
6/17/2025,Manikganj,Dhaka,29.59,19.95,24.77,83.66,31.69,226.28,20.63,9.34,14.32,25.54,82.92,75.55,72.08,76.97,590,1057.98,0.39,1
6/18/2025,Manikganj,Dhaka,34.01,26.13,30.07,82.05,29.71,221.01,11.38,14.69,13.8,25.16,83.64,88.74,77.24,65.4,579,1057.98,0.39,6
6/19/2025,Manikganj,Dhaka,33.62,25.24,29.43,86.5,39.97,229.69,25.4,10.49,11.01,25.35,84.42,89.31,65.07,69.09,583,1057.98,0.39,1
6/20/2025,Manikganj,Dhaka,25.44,19.67,22.55,75.88,23.68,231.07,38.84,8.61,14.88,25.49,84.94,84.99,69.17,66.35,608,1057.98,0.39,4
6/21/2025,Manikganj,Dhaka,30.8,22.83,26.81,88.86,30.18,223.97,28.25,10.05,6.01,25.14,83.05,77.99,77.79,79.17,603,1057.98,0.39,1
6/22/2025,Manikganj,Dhaka,29.71,20.21,24.96,86.18,30.19,216.35,36.87,11.38,10.17,25.37,84.47,76.54,89.42,70.73,590,1057.98,0.39,1
6/23/2025,Manikganj,Dhaka,34.6,24.99,29.79,79.87,34.28,219.27,36.84,32.15,12.34,25.75,84.59,81.19,83,75.85,585,1057.98,0.39,1
6/24/2025,Manikganj,Dhaka,32.95,24.34,28.64,81.7,19.03,219.71,36.96,20.63,6.11,26.91,83.29,78.63,75.55,67.95,592,1057.98,0.39,9
6/25/2025,Manikganj,Dhaka,27.87,21.47,24.67,77.19,11.28,207.05,21.03,11.38,11.2,27.47,83,76.53,88.74,73.87,592,1057.98,0.39,4
6/26/2025,Manikganj,Dhaka,26.97,19,22.99,86.83,28.76,188.63,38.59,25.4,9.34,26.7,82.31,82.87,89.31,72.08,576,1057.98,0.39,1
6/27/2025,Manikganj,Dhaka,25.31,16.07,20.69,85.25,27.08,177.41,30.78,38.84,14.69,25.77,82.36,89.15,84.99,77.24,550,1057.98,0.39,0
6/28/2025,Manikganj,Dhaka,30.86,22.58,26.72,80.32,12.91,180.81,37.8,28.25,10.49,25.51,83.7,78.92,77.99,65.07,552,1057.98,0.39,4
6/29/2025,Manikganj,Dhaka,36.02,27.51,31.76,75.65,22.46,163.54,27.28,36.87,8.61,25.5,82.48,85.33,76.54,69.17,527,1057.98,0.39,2
6/30/2025,Manikganj,Dhaka,26.66,20.27,23.47,76.44,14.03,155.8,33.84,36.84,10.05,26.47,80.97,88.98,81.19,77.79,530,1057.98,0.39,13
7/1/2025,Manikganj,Dhaka,29.53,24.13,26.83,79.59,23.97,135.55,31.69,36.96,11.38,25.56,80.48,83.66,78.63,89.42,516,1057.98,0.39,12
7/2/2025,Manikganj,Dhaka,28.03,21.55,24.79,82.14,16.27,140.49,29.71,21.03,32.15,25.3,80.18,82.05,76.53,83,512,1057.98,0.39,2
7/3/2025,Manikganj,Dhaka,27.16,17.8,22.48,88.2,27.03,145.47,39.97,38.59,20.63,25.32,80.89,86.5,82.87,75.55,529,1057.98,0.39,3
7/4/2025,Manikganj,Dhaka,25.86,17,21.43,82.06,15.96,143.74,23.68,30.78,11.38,25.25,81.09,75.88,89.15,88.74,539,1057.98,0.39,7
7/5/2025,Manikganj,Dhaka,26.5,20.47,23.49,81.9,27.25,132.62,30.18,37.8,25.4,25.36,80.63,88.86,78.92,89.31,542,1057.98,0.39,6
7/6/2025,Manikganj,Dhaka,33.69,24.23,28.96,79.6,39.65,146.97,30.19,27.28,38.84,24.89,80.85,86.18,85.33,84.99,568,1057.98,0.39,3
7/7/2025,Manikganj,Dhaka,31.48,22.99,27.23,78.09,22.55,164.16,34.28,33.84,28.25,24.49,81.42,79.87,88.98,77.99,584,1057.98,0.39,6
7/8/2025,Manikganj,Dhaka,33.78,24.37,29.07,79.73,33.33,172.68,19.03,31.69,36.87,25.03,81.66,81.7,83.66,76.54,583,1057.98,0.39,6
7/9/2025,Manikganj,Dhaka,28.38,20.93,24.66,75.51,15.71,182.04,11.28,29.71,36.84,25.35,81.68,77.19,82.05,81.19,577,1057.98,0.39,6
7/10/2025,Manikganj,Dhaka,35.45,27.29,31.37,80.3,26.89,181.48,28.76,39.97,36.96,25.33,80.73,86.83,86.5,78.63,579,1057.98,0.39,11
7/11/2025,Manikganj,Dhaka,36.91,27.93,32.42,75.08,35.58,181.34,27.08,23.68,21.03,26.6,79.6,85.25,75.88,76.53,580,1057.98,0.39,3
7/12/2025,Manikganj,Dhaka,36.96,27.16,32.06,80.45,23.64,200.96,12.91,30.18,38.59,28.17,78.6,80.32,88.86,82.87,582,1057.98,0.39,2
7/13/2025,Manikganj,Dhaka,35.08,28.79,31.93,79.06,30.64,197.34,22.46,30.19,30.78,29.4,78.39,75.65,86.18,89.15,558,1057.98,0.39,0
7/14/2025,Manikganj,Dhaka,26.32,19.27,22.79,78.89,32.54,188.33,14.03,34.28,37.8,29.82,78.32,76.44,79.87,78.92,552,1057.98,0.39,9
7/15/2025,Manikganj,Dhaka,27,21.1,24.05,85.81,25.74,198.32,23.97,19.03,27.28,29.19,78.43,79.59,81.7,85.33,548,1057.98,0.39,4
7/16/2025,Manikganj,Dhaka,26.15,16.53,21.34,78.31,10.03,190.72,16.27,11.28,33.84,28.47,79.3,82.14,77.19,88.98,550,1057.98,0.39,2
7/17/2025,Manikganj,Dhaka,26.38,21.05,23.71,81.67,30.07,185.04,27.03,28.76,31.69,28,79.7,88.2,86.83,83.66,540,1057.98,0.39,6
7/18/2025,Manikganj,Dhaka,29.99,20.34,25.16,75.2,25.12,188.23,15.96,27.08,29.71,26.9,79.89,82.06,85.25,82.05,529,1057.98,0.39,11
7/19/2025,Manikganj,Dhaka,33.46,28.13,30.79,79.22,24.62,177.77,27.25,12.91,39.97,25.86,79.91,81.9,80.32,86.5,535,1057.98,0.39,3
7/20/2025,Manikganj,Dhaka,35.24,28.97,32.11,76.84,18.86,178.75,39.65,22.46,23.68,25.68,79.74,79.6,75.65,75.88,551,1057.98,0.39,4
7/21/2025,Manikganj,Dhaka,33.74,26.53,30.14,85.26,13.51,166.97,22.55,14.03,30.18,25.71,79.42,78.09,76.44,88.86,539,1057.98,0.39,8
7/22/2025,Manikganj,Dhaka,30.46,23.64,27.05,83.53,11.25,147.94,33.33,23.97,30.19,26.76,80.33,79.73,79.59,86.18,541,1057.98,0.39,11
7/23/2025,Manikganj,Dhaka,30.9,23.48,27.19,78.87,12.06,133.45,15.71,16.27,34.28,27.19,80,75.51,82.14,79.87,556,1057.98,0.39,12
7/24/2025,Manikganj,Dhaka,36,26.59,31.3,77.75,21.11,135.49,26.89,27.03,19.03,28.02,80.08,80.3,88.2,81.7,560,1057.98,0.39,6
7/25/2025,Manikganj,Dhaka,30.48,22.13,26.31,77.36,37.94,126.53,35.58,15.96,11.28,29.1,79.52,75.08,82.06,77.19,564,1057.98,0.39,0
7/26/2025,Manikganj,Dhaka,32.57,24.03,28.3,80.67,36.69,139.35,23.64,27.25,28.76,29.27,79.83,80.45,81.9,86.83,571,1057.98,0.39,11
7/27/2025,Manikganj,Dhaka,29.68,21.23,25.46,78.39,27.22,151.42,30.64,39.65,27.08,28.91,80.04,79.06,79.6,85.25,573,1057.98,0.39,4
7/28/2025,Manikganj,Dhaka,31.34,25.7,28.52,81.12,25.35,159.78,32.54,22.55,12.91,27.96,80.26,78.89,78.09,80.32,591,1057.98,0.39,11
7/29/2025,Manikganj,Dhaka,36.74,27.39,32.07,79.98,15.03,171.62,25.74,33.33,22.46,27.73,79.67,85.81,79.73,75.65,609,1057.98,0.39,7
7/30/2025,Manikganj,Dhaka,26.92,17.4,22.16,88.42,29.13,175.4,10.03,15.71,14.03,28.45,79.16,78.31,75.51,76.44,595,1057.98,0.39,7
7/31/2025,Manikganj,Dhaka,28.29,20.55,24.42,89.47,31.91,192.46,30.07,26.89,23.97,27.73,80.53,81.67,80.3,79.59,595,1057.98,0.39,9
8/1/2025,Manikganj,Dhaka,36.75,30.91,33.83,75.65,36.6,203.26,25.12,35.58,16.27,26.75,82.2,75.2,75.08,82.14,586,1057.98,0.39,3
8/2/2025,Manikganj,Dhaka,35.59,27.8,31.7,88.28,26.71,201.92,24.62,23.64,27.03,27.82,81.96,79.22,80.45,88.2,587,1057.98,0.39,7
8/3/2025,Manikganj,Dhaka,31.11,24.1,27.61,85.38,14.36,191.94,18.86,30.64,15.96,28.31,83.05,76.84,79.06,82.06,578,1057.98,0.39,2
8/4/2025,Manikganj,Dhaka,33.84,27.41,30.63,86.94,15.65,179.09,13.51,32.54,27.25,28.61,84.04,85.26,78.89,81.9,543,1057.98,0.39,4
8/5/2025,Manikganj,Dhaka,26.78,16.91,21.85,82.61,19.64,169.39,11.25,25.74,39.65,28.91,84.88,83.53,85.81,79.6,521,1057.98,0.39,8
8/6/2025,Manikganj,Dhaka,33.86,26.01,29.94,83.1,12.79,174.01,12.06,10.03,22.55,27.45,85.25,78.87,78.31,78.09,534,1057.98,0.39,6
8/7/2025,Manikganj,Dhaka,27.91,20.62,24.27,77.8,15.19,157.67,21.11,30.07,33.33,28.57,84.49,77.75,81.67,79.73,517,1057.98,0.39,14
8/8/2025,Manikganj,Dhaka,35.35,26.68,31.01,78.33,24.69,140.95,37.94,25.12,15.71,28.54,82.83,77.36,75.2,75.51,532,1057.98,0.39,5
8/9/2025,Manikganj,Dhaka,27.59,20.96,24.28,75.28,27.16,129.04,36.69,24.62,26.89,28.14,83.21,80.67,79.22,80.3,514,1057.98,0.39,2
8/10/2025,Manikganj,Dhaka,29.8,22.15,25.97,76.28,20.56,129.49,27.22,18.86,35.58,27.08,81.35,78.39,76.84,75.08,516,1057.98,0.39,9
8/11/2025,Manikganj,Dhaka,30.47,21.61,26.04,82,23.57,135.69,25.35,13.51,23.64,26.85,80.05,81.12,85.26,80.45,530,1057.98,0.39,9
8/12/2025,Manikganj,Dhaka,31.02,24.3,27.66,88.55,30.51,143.6,15.03,11.25,30.64,26.19,79.34,79.98,83.53,79.06,563,1057.98,0.39,3
8/13/2025,Manikganj,Dhaka,27.63,18.57,23.1,87.43,14.52,154.48,29.13,12.06,32.54,27.02,80.19,88.42,78.87,78.89,574,1057.98,0.39,7
8/14/2025,Manikganj,Dhaka,28.95,22.62,25.79,83.22,10.54,156.2,31.91,21.11,25.74,26.05,80.81,89.47,77.75,85.81,582,1057.98,0.39,10
8/15/2025,Manikganj,Dhaka,27.87,22.56,25.21,76,32.29,151.55,36.6,37.94,10.03,26.26,81.58,75.65,77.36,78.31,558,1057.98,0.39,0
8/16/2025,Manikganj,Dhaka,26.15,20.08,23.12,80.82,24.94,159.15,26.71,36.69,30.07,25.44,81.25,88.28,80.67,81.67,560,1057.98,0.39,16
8/17/2025,Manikganj,Dhaka,36.8,29.81,33.31,79.88,13.99,156.93,14.36,27.22,25.12,25.27,82.04,85.38,78.39,75.2,551,1057.98,0.39,3
8/18/2025,Manikganj,Dhaka,28.49,22.89,25.69,87.51,11.98,150.37,15.65,25.35,24.62,26.32,82.56,86.94,81.12,79.22,548,1057.98,0.39,2
8/19/2025,Manikganj,Dhaka,28.45,22.19,25.32,76.34,32.38,138.78,19.64,15.03,18.86,26.27,83.34,82.61,79.98,76.84,510,1057.98,0.39,12
8/20/2025,Manikganj,Dhaka,32.57,26.92,29.74,83.02,29.48,140.64,12.79,29.13,13.51,25.93,81.6,83.1,88.42,85.26,487,1057.98,0.39,10
8/21/2025,Manikganj,Dhaka,31.65,23.14,27.4,83.91,25.47,155.61,15.19,31.91,11.25,26.88,80.97,77.8,89.47,83.53,504,1057.98,0.39,7
8/22/2025,Manikganj,Dhaka,29.82,22.81,26.32,89.33,24,170.54,24.69,36.6,12.06,27.11,81.07,78.33,75.65,78.87,533,1057.98,0.39,6
8/23/2025,Manikganj,Dhaka,29.15,23.22,26.19,75.21,35.28,162.25,27.16,26.71,21.11,27.27,82.97,75.28,88.28,77.75,545,1057.98,0.39,8
8/24/2025,Manikganj,Dhaka,25.53,17.86,21.69,84.8,23.82,172.6,20.56,14.36,37.94,27.71,82.17,76.28,85.38,77.36,552,1057.98,0.39,14
8/25/2025,Manikganj,Dhaka,28.52,19.68,24.1,88.08,29.57,182.42,23.57,15.65,36.69,26.05,82.87,82,86.94,80.67,546,1057.98,0.39,0
8/26/2025,Manikganj,Dhaka,33.42,23.92,28.67,88.88,35.58,200.02,30.51,19.64,27.22,25.82,82.95,88.55,82.61,78.39,556,1057.98,0.39,13
8/27/2025,Manikganj,Dhaka,28.88,22.2,25.54,85.04,39.95,203.22,14.52,12.79,25.35,26.3,84.75,87.43,83.1,81.12,559,1057.98,0.39,8
8/28/2025,Manikganj,Dhaka,30.44,24.12,27.28,76.74,14.34,213.69,10.54,15.19,15.03,25.7,85.03,83.22,77.8,79.98,545,1057.98,0.39,11
8/29/2025,Manikganj,Dhaka,33.34,26.53,29.93,79.85,16.83,202.55,32.29,24.69,29.13,25.69,84.01,76,78.33,88.42,526,1057.98,0.39,0
8/30/2025,Manikganj,Dhaka,33.44,28.33,30.89,79.08,22.03,195.37,24.94,27.16,31.91,26.2,82.66,80.82,75.28,89.47,518,1057.98,0.39,8
8/31/2025,Manikganj,Dhaka,35.88,26.96,31.42,81.08,13.42,182.12,13.99,20.56,36.6,26.87,83.21,79.88,76.28,75.65,531,1057.98,0.39,13
9/1/2025,Manikganj,Dhaka,26,19.66,22.83,76.29,36.14,171.72,11.98,23.57,26.71,28.26,82.68,87.51,82,88.28,545,1057.98,0.39,22
9/2/2025,Manikganj,Dhaka,25.13,19.7,22.41,77.92,23.5,178.29,32.38,30.51,14.36,28.08,80.99,76.34,88.55,85.38,568,1057.98,0.39,20
9/3/2025,Manikganj,Dhaka,30.3,24.2,27.25,88.34,22.81,166.21,29.48,14.52,15.65,27.19,79.43,83.02,87.43,86.94,577,1057.98,0.39,18
9/4/2025,Manikganj,Dhaka,33.66,28.51,31.09,81.82,14.99,149.07,25.47,10.54,19.64,27.43,79.9,83.91,83.22,82.61,586,1057.98,0.39,15
9/5/2025,Manikganj,Dhaka,36.18,27.01,31.59,81.89,38.54,149.72,24,32.29,12.79,27.97,80.63,89.33,76,83.1,595,1057.98,0.39,4
9/6/2025,Manikganj,Dhaka,29.8,21.97,25.88,86.36,22.93,171.43,35.28,24.94,15.19,28.21,80.92,75.21,80.82,77.8,583,1057.98,0.39,7
9/7/2025,Manikganj,Dhaka,31.5,25.93,28.71,85.07,21.74,172.33,23.82,13.99,24.69,27.5,81.96,84.8,79.88,78.33,581,1057.98,0.39,13
9/8/2025,Manikganj,Dhaka,34.29,25.07,29.68,77.53,30.98,180.65,29.57,11.98,27.16,27.11,82.53,88.08,87.51,75.28,599,1057.98,0.39,0
9/9/2025,Manikganj,Dhaka,25.04,15.59,20.31,75.31,29.4,175.49,35.58,32.38,20.56,28.09,82.7,88.88,76.34,76.28,590,1057.98,0.39,16
9/10/2025,Manikganj,Dhaka,28.74,20.04,24.39,89.45,18.03,181.38,39.95,29.48,23.57,27.79,82.33,85.04,83.02,82,595,1057.98,0.39,21
9/11/2025,Manikganj,Dhaka,28.3,20.43,24.37,82.15,21.14,176.6,14.34,25.47,30.51,27.38,82.49,76.74,83.91,88.55,586,1057.98,0.39,9
9/12/2025,Manikganj,Dhaka,27.24,22.03,24.63,84.17,19.65,182.75,16.83,24,14.52,26.42,82.54,79.85,89.33,87.43,573,1057.98,0.39,14
9/13/2025,Manikganj,Dhaka,34.06,28.85,31.45,77.43,12.58,163.87,22.03,35.28,10.54,25.43,82.86,79.08,75.21,83.22,589,1057.98,0.39,0
9/14/2025,Manikganj,Dhaka,25.35,17.14,21.25,83.81,13.82,153.51,13.42,23.82,32.29,26.22,81.59,81.08,84.8,76,595,1057.98,0.39,10
9/15/2025,Manikganj,Dhaka,29.84,24.72,27.28,89.34,24.55,145.59,36.14,29.57,24.94,25.15,81.41,76.29,88.08,80.82,581,1057.98,0.39,28
9/16/2025,Manikganj,Dhaka,32.48,24.01,28.25,84.33,10.91,139.16,23.5,35.58,13.99,24.81,83.09,77.92,88.88,79.88,566,1057.98,0.39,17
9/17/2025,Manikganj,Dhaka,25.96,16.95,21.45,77.08,24.31,120.67,22.81,39.95,11.98,25.94,84.38,88.34,85.04,87.51,555,1057.98,0.39,12
9/18/2025,Manikganj,Dhaka,36.7,27.32,32.01,78.36,35.72,126.94,14.99,14.34,32.38,25.53,82.62,81.82,76.74,76.34,539,1057.98,0.39,12
9/19/2025,Manikganj,Dhaka,26.17,16.3,21.24,76.11,10.94,141.53,38.54,16.83,29.48,26.62,82.07,81.89,79.85,83.02,564,1057.98,0.39,5
9/20/2025,Manikganj,Dhaka,29.04,19.71,24.37,88.79,28.78,132.82,22.93,22.03,25.47,26.13,80.92,86.36,79.08,83.91,560,1057.98,0.39,5
9/21/2025,Manikganj,Dhaka,32.2,26.09,29.15,86.59,26.33,149.02,21.74,13.42,24,25.12,82.54,85.07,81.08,89.33,542,1057.98,0.39,0
9/22/2025,Manikganj,Dhaka,25.19,19.53,22.36,88.81,17.86,161.54,30.98,36.14,35.28,26.25,82.94,77.53,76.29,75.21,532,1057.98,0.39,32
9/23/2025,Manikganj,Dhaka,32.61,25.82,29.21,82.4,11.48,154.86,29.4,23.5,23.82,25.55,82.87,75.31,77.92,84.8,531,1057.98,0.39,18
9/24/2025,Manikganj,Dhaka,26.67,17.67,22.17,86.92,17.63,155.43,18.03,22.81,29.57,25.69,82.59,89.45,88.34,88.08,537,1057.98,0.39,20
9/25/2025,Manikganj,Dhaka,25.44,19.37,22.4,86.02,39.2,148.76,21.14,14.99,35.58,25.79,84,82.15,81.82,88.88,550,1057.98,0.39,26
9/26/2025,Manikganj,Dhaka,31.07,21.63,26.35,87.33,29.45,152.23,19.65,38.54,39.95,24.42,85.09,84.17,81.89,85.04,529,1057.98,0.39,0
9/27/2025,Manikganj,Dhaka,32.64,25.01,28.82,85.67,25.49,170.74,12.58,22.93,14.34,25.15,86.69,77.43,86.36,76.74,529,1057.98,0.39,10
9/28/2025,Manikganj,Dhaka,27.05,17.88,22.47,75.68,25.43,167.44,13.82,21.74,16.83,25.78,86.25,83.81,85.07,79.85,540,1057.98,0.39,19
9/29/2025,Manikganj,Dhaka,27.11,20.75,23.93,83.38,26.14,166.54,24.55,30.98,22.03,24.83,84.69,89.34,77.53,79.08,523,1057.98,0.39,0
9/30/2025,Manikganj,Dhaka,36.89,27.34,32.12,89.26,30.39,174.82,10.91,29.4,13.42,25.05,83.91,84.33,75.31,81.08,537,1057.98,0.39,15
10/1/2025,Manikganj,Dhaka,31.25,21.82,26.53,67.21,12.39,193.73,24.31,18.03,36.14,25.47,84.89,77.08,89.45,76.29,549,1057.98,0.39,23
10/2/2025,Manikganj,Dhaka,28.4,19.04,23.72,70.42,11.31,188.49,35.72,21.14,23.5,26.09,82.08,78.36,82.15,77.92,518,1057.98,0.39,12
10/3/2025,Manikganj,Dhaka,35.9,26.53,31.22,67.53,12.34,160.6,10.94,19.65,22.81,26.28,79.85,76.11,84.17,88.34,496,1057.98,0.39,17
10/4/2025,Manikganj,Dhaka,32.4,27,29.7,76.85,5.21,143.49,28.78,12.58,14.99,26.97,77.02,88.79,77.43,81.82,457,1057.98,0.39,16
10/5/2025,Manikganj,Dhaka,35.04,25.93,30.48,75.11,9.44,123.22,26.33,13.82,38.54,27.1,75.76,86.59,83.81,81.89,426,1057.98,0.39,17
10/6/2025,Manikganj,Dhaka,28.12,19.98,24.05,75.38,11.68,107.22,17.86,24.55,22.93,28.24,75.68,88.81,89.34,86.36,404,1057.98,0.39,0
10/7/2025,Manikganj,Dhaka,30.24,20.39,25.31,65.42,10.04,92.76,11.48,10.91,21.74,28.26,74.54,82.4,84.33,85.07,369,1057.98,0.39,22
10/8/2025,Manikganj,Dhaka,32.45,24.89,28.67,72.06,14.9,72.41,17.63,24.31,30.98,27.29,71.13,86.92,77.08,77.53,329,1057.98,0.39,26
10/9/2025,Manikganj,Dhaka,26.85,20.07,23.46,71.26,6.71,74.92,39.2,35.72,29.4,27.59,71.83,86.02,78.36,75.31,341,1057.98,0.39,10
10/10/2025,Manikganj,Dhaka,29.28,21.94,25.61,74.57,9.07,70.32,29.45,10.94,18.03,27.56,71.95,87.33,76.11,89.45,330,1057.98,0.39,0
10/11/2025,Manikganj,Dhaka,25.96,20.28,23.12,69.92,8.77,67.06,25.49,28.78,21.14,26.75,72.95,85.67,88.79,82.15,338,1057.98,0.39,14
10/12/2025,Manikganj,Dhaka,30.65,23.58,27.11,76.29,7.19,70.61,25.43,26.33,19.65,25.81,71.96,75.68,86.59,84.17,339,1057.98,0.39,22
10/13/2025,Manikganj,Dhaka,32.31,27.29,29.8,75.02,6.19,68.37,26.14,17.86,12.58,25.33,72.13,83.38,88.81,77.43,357,1057.98,0.39,20
10/14/2025,Manikganj,Dhaka,36.99,31.1,34.05,65.22,12.54,62.88,30.39,11.48,13.82,26.15,72.08,89.26,82.4,83.81,358,1057.98,0.39,26
10/15/2025,Manikganj,Dhaka,25.75,19.31,22.53,69.03,7.46,65.38,12.39,17.63,24.55,27.4,72.05,67.21,86.92,89.34,350,1057.98,0.39,27
10/16/2025,Manikganj,Dhaka,30.03,24.19,27.11,76.95,5.63,57.95,11.31,39.2,10.91,26.53,71.61,70.42,86.02,84.33,337,1057.98,0.39,43
10/17/2025,Manikganj,Dhaka,37,31.58,34.29,68.63,14.62,56.87,12.34,29.45,24.31,27.05,72.43,67.53,87.33,77.08,344,1057.98,0.39,26
10/18/2025,Manikganj,Dhaka,30.24,23.23,26.73,72.27,8.68,62.41,5.21,25.49,35.72,28.29,71.58,76.85,85.67,78.36,328,1057.98,0.39,11
10/19/2025,Manikganj,Dhaka,31.65,24.81,28.23,68.74,13.29,62.32,9.44,25.43,10.94,28.8,71.92,75.11,75.68,76.11,324,1057.98,0.39,35
10/20/2025,Manikganj,Dhaka,31.44,21.45,26.45,76.17,7.28,68.41,11.68,26.14,28.78,28.96,70.84,75.38,83.38,88.79,309,1057.98,0.39,13
10/21/2025,Manikganj,Dhaka,26.5,17.64,22.07,79.87,6.65,69.5,10.04,30.39,26.33,28.48,71,65.42,89.26,86.59,314,1057.98,0.39,34
10/22/2025,Manikganj,Dhaka,27.74,19.24,23.49,67.22,5.89,63.6,14.9,12.39,17.86,26.77,73.09,72.06,67.21,88.81,320,1057.98,0.39,31
10/23/2025,Manikganj,Dhaka,29.62,21.07,25.35,67.42,7.59,62.02,6.71,11.31,11.48,26.91,72.84,71.26,70.42,82.4,322,1057.98,0.39,24
10/24/2025,Manikganj,Dhaka,32.78,27.13,29.95,79.44,12.16,63.99,9.07,12.34,17.63,26.66,71.47,74.57,67.53,86.92,324,1057.98,0.39,13
10/25/2025,Manikganj,Dhaka,29.12,22.47,25.8,67.67,10.25,61.53,8.77,5.21,39.2,26.04,73.02,69.92,76.85,86.02,331,1057.98,0.39,23
10/26/2025,Manikganj,Dhaka,25.15,18.76,21.96,77.3,7.11,63.1,7.19,9.44,29.45,25.9,72.36,76.29,75.11,87.33,327,1057.98,0.39,28
10/27/2025,Manikganj,Dhaka,25.74,16.33,21.04,71.91,7.53,56.92,6.19,11.68,25.49,25.01,73.58,75.02,75.38,85.67,334,1057.98,0.39,28
10/28/2025,Manikganj,Dhaka,36.79,29.07,32.93,65.65,13.85,57.18,12.54,10.04,25.43,24.24,72.98,65.22,65.42,75.68,333,1057.98,0.39,23
10/29/2025,Manikganj,Dhaka,29.59,21.01,25.3,68.99,9.05,64.39,7.46,14.9,26.14,25.79,70.94,69.03,72.06,83.38,321,1057.98,0.39,18
10/30/2025,Manikganj,Dhaka,32.35,26.26,29.31,65.52,11.51,67.55,5.63,6.71,30.39,26.05,71.2,76.95,71.26,89.26,322,1057.98,0.39,30
10/31/2025,Manikganj,Dhaka,27.47,20.4,23.93,68.55,10.16,71.46,14.62,9.07,12.39,26.61,70.93,68.63,74.57,67.21,332,1057.98,0.39,23
11/1/2025,Manikganj,Dhaka,26.43,19.5,22.96,53.17,1.06,69.47,8.68,8.77,11.31,25.75,69.37,72.27,69.92,70.42,323,1057.98,0.39,16
11/2/2025,Manikganj,Dhaka,35.44,26.71,31.08,61.17,4.38,60.28,13.29,7.19,12.34,25.35,67.3,68.74,76.29,67.53,301,1057.98,0.39,14
11/3/2025,Manikganj,Dhaka,36.42,28.43,32.42,63.52,2.76,57.56,7.28,6.19,5.21,26.65,64.99,76.17,75.02,76.85,280,1057.98,0.39,38
11/4/2025,Manikganj,Dhaka,25.44,19.36,22.4,65.87,1.16,52.78,6.65,12.54,9.44,28.28,63.8,79.87,65.22,75.11,258,1057.98,0.39,37
11/5/2025,Manikganj,Dhaka,28.32,18.41,23.37,51.85,2.14,40.08,5.89,7.46,11.68,26.77,63.83,67.22,69.03,75.38,256,1057.98,0.39,34
11/6/2025,Manikganj,Dhaka,33.34,26.44,29.89,54.07,2.8,33.17,7.59,5.63,10.04,26.5,61.38,67.42,76.95,65.42,248,1057.98,0.39,40
11/7/2025,Manikganj,Dhaka,36.24,26.6,31.42,65.08,3.88,24.46,12.16,14.62,14.9,26.58,59.74,79.44,68.63,72.06,216,1057.98,0.39,32
11/8/2025,Manikganj,Dhaka,32.34,23.75,28.05,69.27,3.25,18.18,10.25,8.68,6.71,27.65,59.25,67.67,72.27,71.26,215,1057.98,0.39,14
11/9/2025,Manikganj,Dhaka,28.3,21.38,24.84,51.48,1.84,20.37,7.11,13.29,9.07,28.37,61.55,77.3,68.74,74.57,231,1057.98,0.39,28
11/10/2025,Manikganj,Dhaka,32.34,26.78,29.56,60.43,2.65,17.82,7.53,7.28,8.77,27.48,60.16,71.91,76.17,69.92,228,1057.98,0.39,27
11/11/2025,Manikganj,Dhaka,28.1,20.84,24.47,65.42,3.36,17.71,13.85,6.65,7.19,27.07,59.72,65.65,79.87,76.29,228,1057.98,0.39,44
11/12/2025,Manikganj,Dhaka,30.26,24.71,27.49,56.83,3.01,19.91,9.05,5.89,6.19,27.37,59.66,68.99,67.22,75.02,217,1057.98,0.39,22
11/13/2025,Manikganj,Dhaka,28.03,22.76,25.4,58.82,1.89,20.79,11.51,7.59,12.54,27.96,60.37,65.52,67.42,65.22,203,1057.98,0.39,22
11/14/2025,Manikganj,Dhaka,27.92,20.58,24.25,50.82,1.64,19.88,10.16,12.16,7.46,27.32,61.05,68.55,79.44,69.03,200,1057.98,0.39,0
11/15/2025,Manikganj,Dhaka,25.55,20.21,22.88,53.41,2,17.63,1.06,10.25,5.63,26.29,59.01,53.17,67.67,76.95,189,1057.98,0.39,0
11/16/2025,Manikganj,Dhaka,29.45,20.5,24.97,55.13,0.79,16.38,4.38,7.11,14.62,25.55,56.74,61.17,77.3,68.63,166,1057.98,0.39,23
